letter,YEAR,height,site,sqrtszt,sqrtszt1
V,07-08,7,5,1.174712698,1.256478078
V,07-08,9,5,1.818148941,2.076033764
V,07-08,10,5,1.255261338,1.328283822
W,07-08,1,5,2.716440655,2.550458782
W,07-08,2,5,1.567154793,1.618843443
W,07-08,3,5,4.901838602,4.999956121
W,07-08,4,5,2.082014512,2.082443401
W,07-08,5,5,1.254912667,1.466688369
W,07-08,6,5,1.828115611,1.951063243
W,07-08,7,5,3.071334994,3.512520657
W,07-08,8,5,2.948290592,3.238047719
W,07-08,9,5,1.377565076,1.72138056
W,07-08,10,5,0.622590951,0.720192536
X,07-08,1,5,3.651591378,2.359140517
X,07-08,2,5,4.390649744,3.807039898
X,07-08,3,5,0.431781231,0.501185283
X,07-08,4,5,4.270438678,4.58409593
X,07-08,5,5,2.651941724,2.308556268
X,07-08,6,5,2.271160395,2.234781864
X,07-08,7,5,1.84457133,1.868373385
X,07-08,8,5,1.231633181,0
X,07-08,9,5,3.541662711,3.686950116
X,07-08,10,5,1.841347271,1.696150212
Y,07-08,1,5,4.396357822,4.039024113
Y,07-08,2,5,0.498697343,0.354419249
Y,07-08,3,5,0.326817845,0
Y,07-08,4,5,0.938141654,0.790874818
Y,07-08,5,5,2.153010222,2.092725763
Y,07-08,6,5,2.116477429,1.719838398
Y,07-08,7,5,0.312844026,0
Y,07-08,8,5,2.514950143,2.546247008
Y,07-08,9,5,4.86780708,5.025061289
Y,07-08,10,5,0.985372394,0.969650626
A,08-09,1,1,2.563421329,2.691633074
A,08-09,2,1,2.649397316,2.570099514
A,08-09,3,1,2.065936444,2.143776817
A,08-09,4,1,5.896874108,6.031384843
A,08-09,5,1,2.798258945,3.401015919
A,08-09,6,1,1.480159054,1.379308962
A,08-09,7,1,2.131284751,1.933021513
A,08-09,8,1,3.61787099,3.772198815
A,08-09,9,1,0.938833945,0.866879242
A,08-09,10,1,1.376265323,1.640360436
AA,08-09,3,6,2.058772092,1.894039001
AA,08-09,4,6,0.889831473,0
AA,08-09,5,6,1.343907391,0
AA,08-09,6,6,1.196887949,1.104338371
AA,08-09,7,6,2.560175782,2.652093656
AA,08-09,8,6,2.016799437,2.196162104
AA,08-09,9,6,1.505229388,1.565493813
AA,08-09,10,6,3.45428867,3.488035992
B,08-09,1,1,2.184244163,2.058299028
B,08-09,2,1,3.438350414,3.5692627
B,08-09,3,1,5.181119701,4.624480982
B,08-09,4,1,2.36609744,2.654072347
B,08-09,5,1,3.088947708,3.69084015
B,08-09,6,1,3.166382359,3.809245087
B,08-09,7,1,2.618617312,2.743934478
B,08-09,8,1,3.931627425,3.778450451
B,08-09,9,1,3.547709619,3.657126631
B,08-09,10,1,2.433230419,1.691244407
BB,08-09,1,6,1.076528474,1.2315515
BB,08-09,2,6,2.028250421,1.990513754
BB,08-09,4,6,2.263132588,1.403389986
BB,08-09,5,6,1.959363849,1.603983569
BB,08-09,6,6,2.246602496,0.706173148
BB,08-09,8,6,1.326448902,1.235549257
BB,08-09,9,6,2.267649734,2.254818672
BB,08-09,10,6,1.537332737,1.238739462
C,08-09,1,1,1.822062666,1.826095053
C,08-09,2,1,1.997034773,2.128942052
C,08-09,3,1,1.694563416,0
C,08-09,4,1,2.093956049,1.688132362
C,08-09,5,1,1.127274171,1.565278139
C,08-09,6,1,1.495467451,1.480731553
C,08-09,7,1,2.231921287,1.718996718
C,08-09,8,1,1.724674223,1.796976832
C,08-09,9,1,3.741006446,4.331446561
C,08-09,10,1,3.56103997,3.985992421
CC,08-09,1,6,2.062863252,2.114567614
CC,08-09,3,6,0.737329926,0.714700875
CC,08-09,4,6,3.509757513,0
CC,08-09,6,6,2.658420914,1.409866416
CC,08-09,7,6,3.616335861,0
CC,08-09,8,6,2.052710227,2.359353792
CC,08-09,9,6,6.542813411,6.218055091
CC,08-09,10,6,2.669648556,3.120819542
D,08-09,1,1,1.553410038,1.633416905
D,08-09,2,1,2.825612246,2.193597101
D,08-09,3,1,1.940191309,1.852773411
D,08-09,4,1,2.916478585,3.027202708
D,08-09,6,1,1.834620195,1.854368379
D,08-09,7,1,2.408501267,2.578953965
D,08-09,8,1,0.953136343,0.990984634
D,08-09,9,1,1.215532655,1.505767305
D,08-09,10,1,3.277671559,3.556333613
DD,08-09,1,6,1.596900082,1.705303412
DD,08-09,2,6,1.293879294,1.402122141
DD,08-09,6,6,1.465185513,0
DD,08-09,7,6,1.072779614,0
DD,08-09,8,6,0.971517834,1.040254919
DD,08-09,9,6,2.805862327,2.891716734
DD,08-09,10,6,2.992011978,2.567032532
E,08-09,2,1,1.05049455,1.009219938
E,08-09,4,1,1.902181351,1.843956907
E,08-09,5,1,1.741280056,1.648985073
E,08-09,6,1,3.425613317,3.797554165
E,08-09,7,1,4.422935087,4.344163775
E,08-09,8,1,3.128751107,4.368498333
E,08-09,9,1,2.191236126,2.397967248
E,08-09,10,1,3.604695071,4.150706678
EE,08-09,3,6,1.524535299,1.848220968
EE,08-09,4,6,2.109634909,2.118309967
EE,08-09,5,6,2.900533768,2.929080297
EE,08-09,6,6,1.314471073,1.351906745
EE,08-09,7,6,4.461565253,4.91145768
EE,08-09,8,6,2.501001377,2.300060224
EE,08-09,9,6,2.020676662,2.25567401
EE,08-09,10,6,1.547198295,1.861769409
F,08-09,1,2,1.784923415,1.885920045
F,08-09,2,2,2.052196393,2.414666115
F,08-09,3,2,1.415505054,1.483933418
F,08-09,5,2,5.478903261,5.533751458
F,08-09,7,2,0.615851501,0.614273146
F,08-09,8,2,3.070392872,3.842365797
FF,08-09,1,7,1.63473081,1.572315705
FF,08-09,2,7,2.148656363,2.150437045
FF,08-09,4,7,2.209950692,2.561324348
FF,08-09,5,7,2.842378512,3.233306526
FF,08-09,6,7,2.576441884,2.871584633
FF,08-09,7,7,0.541960768,0.733860927
FF,08-09,8,7,1.797450539,1.726223867
FF,08-09,9,7,0.545991968,0.620289649
FF,08-09,10,7,0.682153044,0.719970516
GG,08-09,1,7,4.766604756,5.261173575
GG,08-09,2,7,2.45234641,2.639528198
GG,08-09,3,7,2.627989032,3.253678366
GG,08-09,4,7,0.454268274,0.282858384
GG,08-09,5,7,2.032465786,2.322175883
GG,08-09,6,7,1.706892979,1.627486025
GG,08-09,7,7,1.09697864,1.099219986
GG,08-09,8,7,1.523916449,2.891246155
GG,08-09,9,7,2.695507255,1.756561475
GG,08-09,10,7,1.450786699,0.56325535
H,08-09,3,2,0.295640784,0.72678574
H,08-09,7,2,2.680469485,2.686721467
H,08-09,8,2,1.609159176,1.747104411
H,08-09,9,2,1.317743216,1.412999798
H,08-09,10,2,1.091082788,1.11130605
HH,08-09,2,7,1.239436804,1.567034357
HH,08-09,3,7,2.821644477,3.271070876
HH,08-09,4,7,3.796235776,4.668416058
HH,08-09,5,7,2.673076159,2.727450266
HH,08-09,6,7,2.700633554,3.222087825
HH,08-09,7,7,1.646981942,1.876083913
HH,08-09,8,7,2.761796265,2.969539515
HH,08-09,9,7,0.960399571,1.020917475
HH,08-09,10,7,2.074932868,2.387633161
I,08-09,4,2,1.927659763,1.149989198
I,08-09,6,2,2.472055097,1.49433202
I,08-09,7,2,1.275878932,1.386355948
I,08-09,8,2,2.570764778,3.06280997
I,08-09,9,2,3.552519893,2.214939318
II,08-09,1,7,0.651997306,0.394980243
II,08-09,2,7,0.521002363,0.60467959
II,08-09,3,7,0.816091993,0.762775347
II,08-09,4,7,1.751080738,1.602748269
II,08-09,5,7,1.353281844,1.468982663
II,08-09,6,7,3.093009728,3.265319388
II,08-09,7,7,0.75655913,0.627816726
II,08-09,8,7,2.971186189,2.794042575
II,08-09,9,7,1.240808753,1.324430658
II,08-09,10,7,1.305024512,1.46627356
J,08-09,1,2,1.193436362,1.234384539
J,08-09,2,2,1.175345961,1.245752126
J,08-09,3,2,1.549470467,2.074107538
J,08-09,4,2,1.592608096,1.699506943
J,08-09,5,2,2.403440457,2.970343117
J,08-09,6,2,0.300150581,0.278303955
J,08-09,7,2,1.591419692,1.524089652
J,08-09,8,2,0.994249604,0.995584715
J,08-09,9,2,2.461088049,2.844642143
J,08-09,10,2,0.806167546,0.88018135
JJ,08-09,2,7,1.165412703,1.14608053
JJ,08-09,3,7,4.613065176,0.655623035
JJ,08-09,4,7,0.774082992,0.632720728
JJ,08-09,5,7,3.551898014,2.670469082
JJ,08-09,6,7,1.767117323,1.797426792
JJ,08-09,7,7,1.98834391,1.950019765
JJ,08-09,9,7,0.825177475,1.020304958
JJ,08-09,10,7,2.894017746,2.704449985
K,08-09,1,3,2.290885203,2.531298483
K,08-09,2,3,4.453433418,4.147882773
K,08-09,3,3,2.737964991,3.318802661
K,08-09,4,3,1.894160355,2.00033284
K,08-09,5,3,4.00227761,5.052536454
K,08-09,6,3,2.188203473,2.526568554
K,08-09,7,3,5.698429022,5.558594744
K,08-09,8,3,1.107519358,1.370467757
K,08-09,9,3,1.702898018,1.794227083
KK,08-09,1,8,2.880819076,3.071146277
KK,08-09,2,8,2.087339507,1.702707431
KK,08-09,3,8,1.862022955,1.537912348
KK,08-09,4,8,1.680639703,0.63654642
KK,08-09,5,8,2.631861367,2.335064988
KK,08-09,6,8,4.067956475,0
KK,08-09,7,8,1.098995157,1.39901326
KK,08-09,8,8,1.017280189,1.121596829
KK,08-09,9,8,1.650777144,1.868001045
KK,08-09,10,8,5.657494014,6.360706586
L,08-09,2,3,1.868039358,0
L,08-09,3,3,2.629501686,0.46325164
L,08-09,4,3,4.219095654,3.940046957
L,08-09,8,3,5.345366292,2.94972735
L,08-09,9,3,2.873678439,2.231851489
LL,08-09,1,8,2.414373791,2.254914021
LL,08-09,2,8,2.629859714,2.240411437
LL,08-09,3,8,2.869157837,0.937165127
LL,08-09,4,8,3.789469827,2.215177206
LL,08-09,5,8,1.1752335,1.495234727
LL,08-09,6,8,1.846980032,1.937172724
LL,08-09,7,8,2.222666222,1.82478635
LL,08-09,8,8,3.493067969,3.783843976
LL,08-09,9,8,1.23608867,1.724908378
LL,08-09,10,8,1.19124884,1.418772402
M,08-09,1,3,1.858036095,1.298779159
M,08-09,2,3,2.107732101,2.961433516
M,08-09,4,3,1.09546855,0
M,08-09,5,3,0.866057174,1.898677982
M,08-09,6,3,3.666694705,3.555491574
M,08-09,7,3,3.348029968,3.498393307
M,08-09,8,3,2.971115846,3.25828452
M,08-09,9,3,4.669491862,4.929013887
M,08-09,10,3,5.245111935,6.197541464
MM,08-09,1,8,3.437301646,3.929664095
MM,08-09,2,8,2.999959419,2.955725272
MM,08-09,3,8,4.179826294,4.320460789
MM,08-09,4,8,1.992614393,2.361576071
MM,08-09,5,8,2.894992129,3.031154952
MM,08-09,6,8,0.567785094,0.857915476
MM,08-09,7,8,3.011897421,3.660560429
MM,08-09,8,8,0.720260932,0.881951069
MM,08-09,9,8,2.656765421,2.785530487
MM,08-09,10,8,1.386677301,1.592008759
N,08-09,1,3,1.290352812,0.995827368
N,08-09,3,3,2.08245846,2.629146234
N,08-09,4,3,1.124881897,1.102787363
N,08-09,5,3,3.966284216,5.014092179
N,08-09,6,3,1.478229546,1.347933792
N,08-09,7,3,2.568063221,2.90502808
N,08-09,8,3,1.438429434,1.373094743
N,08-09,9,3,3.919825947,4.120456807
N,08-09,10,3,1.342288948,1.447033386
NN,08-09,2,8,1.549207346,0
NN,08-09,4,8,2.265607759,2.279653907
NN,08-09,5,8,3.524449627,3.449778397
NN,08-09,6,8,1.458619916,1.392771033
NN,08-09,7,8,2.341625569,0
NN,08-09,8,8,1.342248849,1.487389161
NN,08-09,9,8,1.89317682,2.022611815
NN,08-09,10,8,2.798536553,2.846594758
O,08-09,1,3,2.1726143,2.00362543
O,08-09,2,3,1.985020335,1.64242796
O,08-09,3,3,1.248937032,1.09351001
O,08-09,4,3,2.219161807,0.497246468
O,08-09,6,3,5.099620753,0.569090694
O,08-09,7,3,3.050049699,3.302713499
O,08-09,8,3,5.149967586,5.939322248
O,08-09,9,3,3.857047701,4.053619749
O,08-09,10,3,2.294727899,1.712043194
OO,08-09,1,8,2.780219412,2.612073436
OO,08-09,2,8,1.295605301,1.861097181
OO,08-09,3,8,0.566754005,0.541193331
OO,08-09,4,8,2.1986416,1.162955487
OO,08-09,5,8,2.641481083,1.89004868
OO,08-09,6,8,2.974611654,2.736666544
OO,08-09,8,8,3.740235806,3.72474697
OO,08-09,9,8,1.833666542,1.758802485
OO,08-09,10,8,2.974110322,3.222643304
P,08-09,3,4,4.026736126,4.513739944
P,08-09,4,4,1.902223864,1.881313079
P,08-09,8,4,4.902855609,4.625612341
P,08-09,9,4,5.164270036,5.424177749
P,08-09,10,4,3.904841038,4.280134801
Q,08-09,3,4,2.735182389,2.699495116
Q,08-09,4,4,1.12851941,0
Q,08-09,5,4,6.555876812,4.523630019
Q,08-09,6,4,3.74149979,3.941099724
Q,08-09,7,4,1.258297527,1.390138746
Q,08-09,8,4,2.940144968,3.456937485
Q,08-09,9,4,2.960702972,3.139639901
Q,08-09,10,4,2.51933114,2.5017802
R,08-09,2,4,3.504011812,3.142911769
R,08-09,3,4,1.608395207,1.695761784
R,08-09,4,4,2.069866959,2.005345633
R,08-09,5,4,3.724437205,3.663936762
R,08-09,6,4,7.769111743,8.181069808
R,08-09,7,4,6.776445514,6.56476024
R,08-09,8,4,1.669526526,2.048225998
R,08-09,9,4,3.044594443,1.959756825
R,08-09,10,4,2.036919803,2.241520431
S,08-09,1,4,3.733071683,3.474091894
S,08-09,2,4,3.27439441,3.583999102
S,08-09,3,4,2.263721699,2.538375688
S,08-09,4,4,1.633925807,1.804358024
S,08-09,5,4,3.37805516,3.548600216
S,08-09,7,4,1.61533821,1.387655127
S,08-09,8,4,2.322802481,2.57167411
S,08-09,9,4,4.14166826,4.487094324
S,08-09,10,4,3.678354705,3.911530883
T,08-09,1,4,1.710527767,0
T,08-09,2,4,0.848580478,0
T,08-09,3,4,3.411009502,3.636068569
T,08-09,4,4,6.321149177,6.434243902
T,08-09,5,4,6.036020011,2.829836212
T,08-09,6,4,2.213869942,2.019026137
T,08-09,7,4,2.127843228,2.252541661
T,08-09,8,4,2.590088304,0
T,08-09,9,4,2.696449339,2.459756971
T,08-09,10,4,2.339242165,0.992430525
U,08-09,2,5,1.74244313,1.959575217
U,08-09,3,5,1.537625821,1.352578149
U,08-09,4,5,2.91927001,2.026669605
U,08-09,6,5,3.500090242,4.187991782
U,08-09,7,5,3.382561738,3.683474102
U,08-09,8,5,0.563129689,0.710481801
U,08-09,9,5,0.898598942,1.311609506
U,08-09,10,5,2.517819117,2.546030821
V,08-09,1,5,1.120736582,0
V,08-09,2,5,1.97311185,1.85753181
V,08-09,5,5,1.747099842,2.189597928
V,08-09,6,5,2.011463069,1.513256627
V,08-09,7,5,1.256478078,1.388013636
V,08-09,9,5,2.076033764,2.155782463
V,08-09,10,5,1.328283822,0.973934641
W,08-09,1,5,2.550458782,2.211309242
W,08-09,2,5,1.618843443,0
W,08-09,3,5,4.999956121,5.026180191
W,08-09,4,5,2.082443401,2.009534497
W,08-09,5,5,1.466688369,1.166486386
W,08-09,6,5,1.951063243,2.246321176
W,08-09,7,5,3.512520657,4.483258117
W,08-09,8,5,3.238047719,3.129994151
W,08-09,9,5,1.72138056,1.573751483
W,08-09,10,5,0.720192536,0.961980945
X,08-09,1,5,2.359140517,0
X,08-09,2,5,3.807039898,0
X,08-09,3,5,0.501185283,0.550057182
X,08-09,4,5,4.58409593,4.498379595
X,08-09,5,5,2.308556268,2.378845077
X,08-09,6,5,2.234781864,1.898201854
X,08-09,7,5,1.868373385,1.973533426
X,08-09,9,5,3.686950116,3.081509432
X,08-09,10,5,1.696150212,1.969219513
Y,08-09,1,5,4.039024113,4.461786577
Y,08-09,2,5,0.354419249,0.148264923
Y,08-09,4,5,0.790874818,0.88331467
Y,08-09,5,5,2.092725763,1.403745703
Y,08-09,6,5,1.719838398,2.031077577
Y,08-09,8,5,2.546247008,2.374074423
Y,08-09,9,5,5.025061289,4.671607257
Y,08-09,10,5,0.969650626,1.136652368
